Time is :640
Time is :638
Time is :585
Time is :593
Time is :600
Time is :568
                                      
We run services for  :6  times.
Time is :516   this is case:  1918   
Time is :482   this is case:  1919   
Time is :541   this is case:  1920   
Time is :574   this is case:  1921   
Time is :479   this is case:  1922   
Time is :717   this is case:  1923   
Time is :512   this is case:  1924   
Time is :733   this is case:  1925   
Time is :589   this is case:  1926   
Time is :564   this is case:  1927   
Time is :588   this is case:  1928   
Time is :575   this is case:  1929   
Time is :581   this is case:  1930   
Time is :558   this is case:  1931   
Time is :481   this is case:  1932   
Time is :569   this is case:  1933   
Time is :664   this is case:  1934   
Time is :597   this is case:  1935   
Time is :678   this is case:  1936   
Time is :495   this is case:  1937   
Time is :705   this is case:  1938   
Time is :523   this is case:  1939   
Time is :538   this is case:  1940   
Time is :600   this is case:  1941   
Time is :655   this is case:  1942   
Time is :616   this is case:  1943   
Time is :586   this is case:  1944   
Time is :649   this is case:  1945   
Time is :590   this is case:  1946   
Time is :496   this is case:  1947   
Time is :496   this is case:  1948   
Time is :491   this is case:  1949   
Time is :523   this is case:  1950   
Time is :574   this is case:  1951   
Time is :514   this is case:  1952   
Time is :649   this is case:  1953   
Time is :588   this is case:  1954   
Time is :516   this is case:  1955   
Time is :577   this is case:  1956   
Time is :503   this is case:  1957   
Time is :563   this is case:  1958   
Time is :498   this is case:  1959   
Time is :519   this is case:  1960   
Time is :508   this is case:  1961   
Time is :507   this is case:  1962   
Time is :606   this is case:  1963   
Time is :613   this is case:  1964   
Time is :505   this is case:  1965   
Time is :515   this is case:  1966   
Time is :627   this is case:  1967   
Time is :602   this is case:  1968   
Time is :507   this is case:  1969   
Time is :510   this is case:  1970   
Time is :475   this is case:  1971   
Time is :790   this is case:  1972   
Time is :613   this is case:  1973   
Time is :603   this is case:  1974   
Time is :609   this is case:  1975   
Time is :590   this is case:  1976   
Time is :495   this is case:  1977   
Time is :516   this is case:  1978   
Time is :612   this is case:  1979   
Time is :575   this is case:  1980   
Time is :516   this is case:  1981   
Time is :594   this is case:  1982   
Time is :597   this is case:  1983   
Time is :511   this is case:  1984   
Time is :676   this is case:  1985   
Time is :615   this is case:  1986   
Time is :469   this is case:  1987   
Time is :780   this is case:  1988   
Time is :568   this is case:  1989   
Time is :592   this is case:  1990   
Time is :470   this is case:  1991   
Time is :486   this is case:  1992   
Time is :530   this is case:  1993   
Time is :520   this is case:  1994   
Time is :549   this is case:  1995   
Time is :665   this is case:  1996   
Time is :643   this is case:  1997   
Time is :536   this is case:  1998   
Time is :472   this is case:  1999   
Time is :587   this is case:  2000   
Time is :555   this is case:  2001   
Time is :575   this is case:  2002   
Time is :627   this is case:  2003   
Time is :577   this is case:  2004   
Time is :467   this is case:  2005   
Time is :573   this is case:  2006   
Time is :582   this is case:  2007   
Time is :617   this is case:  2008   
Time is :650   this is case:  2009   
Time is :584   this is case:  2010   
Time is :693   this is case:  2011   
Time is :594   this is case:  2012   
Time is :520   this is case:  2013   
Time is :498   this is case:  2014   
Time is :508   this is case:  2015   
Time is :668   this is case:  2016   
Time is :524   this is case:  2017   
Time is :621   this is case:  2018   
Time is :613   this is case:  2019   
Time is :669   this is case:  2020   
Time is :510   this is case:  2021   
Time is :612   this is case:  2022   
Time is :471   this is case:  2023   
Time is :493   this is case:  2024   
Time is :608   this is case:  2025   
Time is :700   this is case:  2026   
Time is :597   this is case:  2027   
Time is :584   this is case:  2028   
Time is :579   this is case:  2029   
Time is :488   this is case:  2030   
Time is :514   this is case:  2031   
Time is :505   this is case:  2032   
Time is :674   this is case:  2033   
Time is :577   this is case:  2034   
Time is :501   this is case:  2035   
Time is :601   this is case:  2036   
Time is :648   this is case:  2037   
Time is :500   this is case:  2038   
Time is :585   this is case:  2039   
Time is :615   this is case:  2040   
Time is :573   this is case:  2041   
Time is :600   this is case:  2042   
Time is :588   this is case:  2043   
Time is :570   this is case:  2044   
Time is :506   this is case:  2045   
Time is :605   this is case:  2046   
we run 2047 cases, failed 0 cases.
