Time is :1385
Time is :1112
Time is :1076
Time is :1290
Time is :991
Time is :969
                                      
We run services for  :6  times.
Time is :1057   this is case:  1834   
Time is :997   this is case:  1835   
Time is :1184   this is case:  1836   
Time is :1048   this is case:  1837   
Time is :1035   this is case:  1838   
Time is :887   this is case:  1839   
Time is :1184   this is case:  1840   
Time is :1052   this is case:  1841   
Time is :1052   this is case:  1842   
Time is :1052   this is case:  1843   
Time is :1037   this is case:  1844   
Time is :1049   this is case:  1845   
Time is :1180   this is case:  1846   
Time is :912   this is case:  1847   
Time is :982   this is case:  1848   
Time is :1401   this is case:  1849   
Time is :963   this is case:  1850   
Time is :913   this is case:  1851   
Time is :913   this is case:  1852   
Time is :950   this is case:  1853   
Time is :935   this is case:  1854   
Time is :897   this is case:  1855   
Time is :1020   this is case:  1856   
Time is :1050   this is case:  1857   
Time is :1058   this is case:  1858   
Time is :1091   this is case:  1859   
Time is :946   this is case:  1860   
Time is :905   this is case:  1861   
Time is :915   this is case:  1862   
Time is :968   this is case:  1863   
Time is :944   this is case:  1864   
Time is :960   this is case:  1865   
Time is :930   this is case:  1866   
Time is :1050   this is case:  1867   
Time is :1072   this is case:  1868   
Time is :1238   this is case:  1869   
Time is :921   this is case:  1870   
Time is :916   this is case:  1871   
Time is :1053   this is case:  1872   
Time is :1045   this is case:  1873   
Time is :1071   this is case:  1874   
Time is :1076   this is case:  1875   
Time is :1693   this is case:  1876   
Time is :1562   this is case:  1877   
Time is :1145   this is case:  1878   
Time is :1066   this is case:  1879   
Time is :1036   this is case:  1880   
Time is :1046   this is case:  1881   
Time is :1089   this is case:  1882   
Time is :1047   this is case:  1883   
Time is :922   this is case:  1884   
Time is :917   this is case:  1885   
Time is :934   this is case:  1886   
Time is :912   this is case:  1887   
Time is :1354   this is case:  1888   
Time is :1068   this is case:  1889   
Time is :943   this is case:  1890   
Time is :900   this is case:  1891   
Time is :1098   this is case:  1892   
Time is :1055   this is case:  1893   
Time is :1087   this is case:  1894   
Time is :1078   this is case:  1895   
Time is :1026   this is case:  1896   
Time is :915   this is case:  1897   
Time is :1088   this is case:  1898   
Time is :918   this is case:  1899   
Time is :1212   this is case:  1900   
Time is :1071   this is case:  1901   
Time is :3194   this is case:  1902   
Time is :1298   this is case:  1903   
Time is :993   this is case:  1904   
Time is :925   this is case:  1905   
Time is :1534   this is case:  1906   
Time is :1117   this is case:  1907   
Time is :1193   this is case:  1908   
Time is :1142   this is case:  1909   
Time is :1111   this is case:  1910   
Time is :1053   this is case:  1911   
Time is :1068   this is case:  1912   
Time is :1053   this is case:  1913   
Time is :1094   this is case:  1914   
Time is :1043   this is case:  1915   
Time is :1078   this is case:  1916   
Time is :1073   this is case:  1917   
Time is :1147   this is case:  1918   
Time is :1122   this is case:  1919   
Time is :860   this is case:  1920   
Time is :1172   this is case:  1921   
Time is :921   this is case:  1922   
Time is :1130   this is case:  1923   
Time is :1064   this is case:  1924   
Time is :1052   this is case:  1925   
Time is :1062   this is case:  1926   
Time is :1158   this is case:  1927   
Time is :1203   this is case:  1928   
Time is :972   this is case:  1929   
Time is :1039   this is case:  1930   
Time is :1066   this is case:  1931   
Time is :1057   this is case:  1932   
Time is :1246   this is case:  1933   
Time is :1093   this is case:  1934   
Time is :1162   this is case:  1935   
Time is :1004   this is case:  1936   
Time is :1122   this is case:  1937   
Time is :1079   this is case:  1938   
Time is :918   this is case:  1939   
Time is :1227   this is case:  1940   
Time is :1270   this is case:  1941   
Time is :1114   this is case:  1942   
Time is :1079   this is case:  1943   
Time is :930   this is case:  1944   
Time is :1019   this is case:  1945   
Time is :1126   this is case:  1946   
Time is :989   this is case:  1947   
Time is :1203   this is case:  1948   
Time is :1065   this is case:  1949   
Time is :1068   this is case:  1950   
Time is :1042   this is case:  1951   
Time is :1219   this is case:  1952   
Time is :1040   this is case:  1953   
Time is :1231   this is case:  1954   
Time is :945   this is case:  1955   
Time is :1058   this is case:  1956   
Time is :1046   this is case:  1957   
Time is :1080   this is case:  1958   
Time is :1056   this is case:  1959   
Time is :1067   this is case:  1960   
Time is :1107   this is case:  1961   
Time is :1513   this is case:  1962   
Time is :1114   this is case:  1963   
Time is :937   this is case:  1964   
Time is :1013   this is case:  1965   
Time is :1079   this is case:  1966   
Time is :1068   this is case:  1967   
Time is :2153   this is case:  1968   
Time is :1220   this is case:  1969   
Time is :1068   this is case:  1970   
Time is :929   this is case:  1971   
Time is :954   this is case:  1972   
Time is :1055   this is case:  1973   
Time is :1067   this is case:  1974   
Time is :973   this is case:  1975   
Time is :955   this is case:  1976   
Time is :946   this is case:  1977   
Time is :1057   this is case:  1978   
Time is :934   this is case:  1979   
Time is :937   this is case:  1980   
Time is :927   this is case:  1981   
Time is :972   this is case:  1982   
Time is :989   this is case:  1983   
Time is :1394   this is case:  1984   
Time is :974   this is case:  1985   
Time is :1011   this is case:  1986   
Time is :1075   this is case:  1987   
Time is :1066   this is case:  1988   
Time is :942   this is case:  1989   
Time is :1090   this is case:  1990   
Time is :1061   this is case:  1991   
Time is :931   this is case:  1992   
Time is :1160   this is case:  1993   
Time is :911   this is case:  1994   
Time is :937   this is case:  1995   
Time is :965   this is case:  1996   
Time is :1089   this is case:  1997   
Time is :1149   this is case:  1998   
Time is :1017   this is case:  1999   
Time is :1065   this is case:  2000   
Time is :1033   this is case:  2001   
Time is :1044   this is case:  2002   
Time is :1029   this is case:  2003   
Time is :1049   this is case:  2004   
Time is :947   this is case:  2005   
Time is :943   this is case:  2006   
Time is :922   this is case:  2007   
Time is :1228   this is case:  2008   
Time is :1054   this is case:  2009   
Time is :1077   this is case:  2010   
Time is :937   this is case:  2011   
Time is :1238   this is case:  2012   
Time is :1102   this is case:  2013   
Time is :991   this is case:  2014   
Time is :1120   this is case:  2015   
Time is :1116   this is case:  2016   
Time is :1092   this is case:  2017   
Time is :1049   this is case:  2018   
Time is :1067   this is case:  2019   
Time is :1522   this is case:  2020   
Time is :1090   this is case:  2021   
Time is :1067   this is case:  2022   
Time is :908   this is case:  2023   
Time is :1240   this is case:  2024   
Time is :1184   this is case:  2025   
Time is :923   this is case:  2026   
Time is :1055   this is case:  2027   
Time is :1066   this is case:  2028   
Time is :1042   this is case:  2029   
Time is :947   this is case:  2030   
Time is :1063   this is case:  2031   
Time is :970   this is case:  2032   
Time is :1007   this is case:  2033   
Time is :1092   this is case:  2034   
Time is :927   this is case:  2035   
Time is :1076   this is case:  2036   
Time is :900   this is case:  2037   
Time is :1050   this is case:  2038   
Time is :1084   this is case:  2039   
Time is :1077   this is case:  2040   
Time is :1002   this is case:  2041   
Time is :1056   this is case:  2042   
Time is :1125   this is case:  2043   
Time is :1122   this is case:  2044   
Time is :1083   this is case:  2045   
Time is :1900   this is case:  2046   
we run 2047 cases, failed 0 cases.
